key	function	accession	associated_groups	p_HL	N_HL	p_LLI	N_LLI	p_LLIILLIII	N_LLIILLIII
func_320d8b56c270	ycf53 :: Alternative locus ID	74546.PMT9312_0876,59921.EU92_1399,167548.EU98_0596,1499498.EV05_1829,1471522.JFNU01000102_gene577,93059.P9211_07221,93060.P9215_09661,167546.P9301_09351,167539.Pro_0773,167550.EV00_1422,1499499.EV06_0951,1499502.EV12_2757,1501268.EW14_0967,74545.EU96_0526,59926.EV02_0228	HL,LLIILLIII	0.8461538461538461	78	0	31	1.0	11
func_3263af35b57f	folB :: dihydroneopterin aldolase	1501269.EW15_0688,1499502.EV12_2966,167555.NATL1_06471,167539.Pro_1070,93059.P9211_10591,74547.PMT_0435,1499498.EV05_1497	LLI,LLIILLIII	0	78	0.967741935483871	31	1.0	11
func_326a7749e6ec	lig :: Atp-dependent dna ligase	59919.PMM0729,167542.P9515_08591	HL	0.07692307692307693	78	0	31	0	11
func_32b59e9c15bf	C3HC4 type (RING finger)	1501268.EW14_0161,74547.PMT_0291	HL,LLI	0.01282051282051282	78	0.03225806451612903	31	0	11
func_32f7525e5b64	mmsB :: Alternative locus ID	1499498.EV05_1359,93059.P9211_11961,74547.PMT_2105,1499502.EV12_0305,167555.NATL1_08981,167539.Pro_1229,1499499.EV06_1969,1501269.EW15_0914	LLI,LLIILLIII	0	78	0.9032258064516129	31	0.8181818181818182	11
func_3367e22219d7	TPR repeat	84588.SYNW1273,110663.KI911558_gene927,110662.Syncc9605_2293	LLI	0	78	0.03225806451612903	31	0	11
func_337b36d24417	xseB :: Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	74547.PMT_1642,1501269.EW15_0179,1499498.EV05_0962,167539.Pro_0112,93059.P9211_01061,1499502.EV12_0754,167555.NATL1_01631	LLI,LLIILLIII	0	78	0.8387096774193549	31	0.7272727272727273	11
func_33be6cda5ff4	Phage capsid family	1501269.EW15_1502,74545.EU96_1318	HL,LLI	0.10256410256410256	78	0.06451612903225806	31	0	11
func_33efa0bfc0e4	Sulfite exporter TauE/SafE	74547.PMT_1221,180281.CPCC7001_73,1499502.EV12_2084	LLI	0	78	0.03225806451612903	31	0	11
func_3492f8d01fba	devA :: ATPases associated with a variety of cellular activities	74547.PMT_0587,1499502.EV12_2777		0	78	0	31	0	11
func_34f02e250afe	hisC :: Aminotransferase class I and II	74547.PMT_2069,1499502.EV12_1407		0	78	0	31	0	11
func_359158c325a9	folB :: Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	167546.P9301_06171,59921.EU92_0759,93057.EU95_1454,74546.PMT9312_0591,146891.A9601_06471,59919.PMM0591,1501268.EW14_0637,59925.EU91_0086,93060.P9215_06731,1471522.JFNU01000005_gene1561,167550.EV00_1734,167548.EU98_0101,167542.P9515_06561	HL	0.9743589743589743	78	0	31	0	11
func_36342e587b8a	Helicase associated domain	1501268.EW14_0046,74545.EU96_0210	HL,LLI	0.038461538461538464	78	0.06451612903225806	31	0	11
func_370213580048	Phosphoglycerate mutase family	74547.PMT_1105,1499502.EV12_0357		0	78	0	31	0	11
func_37bdd35f0ed7	pelF :: transferase activity, transferring glycosyl groups	1471459.JFLJ01000134_gene1267	HL	0.0641025641025641	78	0	31	0	11
func_37ec2bf723db	PFAM Glycosyl transferase family 2	666681.M301_1244,167542.P9515_13831,449447.MAE_59470,439235.Dalk_1668,146891.A9601_13951,167539.Pro_1326,59921.EU92_1154,862908.BMS_0373,909943.HIMB100_00023210	HL,LLIILLIII	0.08974358974358974	78	0	31	0.18181818181818182	11
func_38bebb9cbc67	Substrate binding domain of ABC-type glycine betaine transport system	1499502.EV12_2811,74547.PMT_0555		0	78	0	31	0	11
func_38dd248e25b9	CAAD domains of cyanobacterial aminoacyl-tRNA synthetase	74547.PMT_1125		0	78	0	31	0	11
func_38e7128bd72b	FAD dependent oxidoreductase	498761.HM1_1164,1471459.JFLJ01000134_gene1256,247490.KSU1_C1256,74547.PMT_0742,1499502.EV12_2585,74547.PMT_0413,1499502.EV12_0992	HL	0.16666666666666666	78	0	31	0	11
func_39959b73a76b	usp :: Belongs to the universal stress protein A family	74547.PMT_2107,1499502.EV12_0296		0	78	0	31	0	11
func_3a968b94848d	kpsF :: Belongs to the SIS family. GutQ KpsF subfamily	180281.CPCC7001_1208,74547.PMT_1911,1499502.EV12_1734,110662.Syncc9605_0183,990073.ATHU01000001_gene827,32051.SynWH7803_0238	HL,LLI	0.05128205128205128	78	0.12903225806451613	31	0	11
func_3bd1e82b78f4	cell adhesion	1501268.EW14_1754,74545.EU96_1914,74546.PMT9312_1512	HL,LLIILLIII	0.10256410256410256	78	0	31	0.09090909090909091	11
func_3be6fb3ea1df	Belongs to the heme-copper respiratory oxidase family	167542.P9515_12641,93060.P9215_16641,93057.EU95_1335	HL,LLI	0.05128205128205128	78	0.06451612903225806	31	0	11
func_3bfec22438c2	ureG :: Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG	1501269.EW15_1981,93060.P9215_09191,59921.EU92_0675,167548.EU98_0548,59926.EV02_0180,167555.NATL1_19201,59919.PMM0969,167550.EV00_1469,146891.A9601_08891,74546.PMT9312_0830,167546.P9301_08871,93057.EU95_0266,74547.PMT_2230	HL,LLI	0.8589743589743589	78	0.967741935483871	31	0	11
func_3c4b4537da7b	Prepilin-type N-terminal cleavage methylation domain	74547.PMT_0262,1499502.EV12_0173,64471.sync_0657		0	78	0	31	0	11
func_3c7b94c27150	rffM :: Glycosyl transferase WecB/TagA/CpsF family	74547.PMT_1864		0	78	0	31	0	11
func_3d08f5bdca72	Carbamoyl-phosphate synthase L chain	74547.PMT_0924,313625.BL107_09586,110662.Syncc9605_1701,1499502.EV12_1966,221359.RS9916_30529,74547.PMT_1389,74547.PMT_0342,313625.BL107_09591	LLI	0	78	0.03225806451612903	31	0	11
func_3d12e38cf64d	cpcT :: Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins	1501269.EW15_0403,167539.Pro_0342,93059.P9211_03371,1499498.EV05_0727,1499499.EV06_0459	LLI,LLIILLIII	0	78	0.5806451612903226	31	1.0	11
func_3dd1de8d0568	cephalosporin hydroxylase	1267005.KB911257_gene665,59931.WH7805_10289,167555.NATL1_16721,1294273.roselon_01431	HL,LLI	0.02564102564102564	78	0.06451612903225806	31	0	11
func_3e0537c822ab	psbV :: Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II	74547.PMT_1427		0	78	0	31	0	11
func_3ebc2d5d3e08	LD-carboxypeptidase	74547.PMT_0538,1499502.EV12_2841		0	78	0	31	0	11
func_3f064adbfe72	proteolysis	167550.EV00_1192	HL	0.07692307692307693	78	0	31	0	11
func_3f1779e99b7d	Belongs to the ABC transporter superfamily	1471459.JFLJ01000134_gene1253,1185653.A1A1_07042,74547.PMT_1545,74547.PMT_0691,1499502.EV12_0212,1499502.EV12_2638	HL	0.1282051282051282	78	0	31	0	11
func_3f2cc4ec23e3	ubiD :: Belongs to the UbiD family	93059.P9211_10361,1499499.EV06_1242,1499498.EV05_1520,167555.NATL1_06711,74547.PMT_0397,1501269.EW15_0712,167539.Pro_1047	LLI,LLIILLIII	0	78	0.967741935483871	31	0.9090909090909091	11
func_3f6d8f7d77fa	Amino acid permease	74547.PMT_0222,1499502.EV12_0133		0	78	0	31	0	11
func_3fcbad7d2fff	COG2274 ABC-type bacteriocin lantibiotic exporters,  contain an N-terminal double-glycine peptidase domain	195250.CM001776_gene3475,166314.Syncc8109_0092,221359.RS9916_34547,166318.Syn8016DRAFT_1511,64471.sync_2861,1280380.KR100_02260,585423.KR49_09920	HL,LLI	0.038461538461538464	78	0.0967741935483871	31	0	11
func_40733a1e3fd3	cutA :: involved in tolerance to divalent cations	167555.NATL1_05621,1501269.EW15_0602,167539.Pro_0504,1499499.EV06_0292,74547.PMT_1263,93059.P9211_05051	LLI,LLIILLIII	0	78	0.9354838709677419	31	0.7272727272727273	11
func_407e1c61aded	Barrel-sandwich domain of CusB or HlyD membrane-fusion	74547.PMT_2144,1499502.EV12_2234	LLI	0	78	0.03225806451612903	31	0	11
func_41e9f8c21ffc	Sulfotransferase domain	84588.SYNW0083,74546.PMT9312_1164,221359.RS9916_35122,585423.KR49_09400,166318.Syn8016DRAFT_1817,102232.GLO73106DRAFT_00011910,32051.SynWH7803_0133	HL	0.0641025641025641	78	0	31	0	11
func_42254c814d1a	Uncharacterised protein family UPF0102	1499502.EV12_2733,74547.PMT_0624		0	78	0	31	0	11
func_4277fc6cfa2f	Uncharacterised MFS-type transporter YbfB	1499502.EV12_2508,74547.PMT_1087		0	78	0	31	0	11
func_428c9f047139	Dual specificity phosphatase,  catalytic domain	59926.EV02_1720,167542.P9515_13871	HL	0.07692307692307693	78	0	31	0	11
func_429e510dc402	haloacid dehalogenase-like hydrolase	999419.HMPREF1077_01928,74547.PMT_2032,1127673.GLIP_2585	HL,LLI	0.038461538461538464	78	0.12903225806451613	31	0	11
func_42d5a1ba7e48	PFAM Acyltransferase	59919.PMM1126,93059.P9211_00401	HL,LLIILLIII	0.08974358974358974	78	0	31	0.09090909090909091	11
func_430d7cf9c646	SNF2 family N-terminal domain	1499502.EV12_1438,392499.Swit_0196,1335760.ASTG01000007_gene928,74547.PMT_0037	HL,LLI	0.01282051282051282	78	0.03225806451612903	31	0	11
func_431f5a782eec	rbfA :: rRNA processing	74546.PMT9312_0115,59919.PMM0112,167550.EV00_0495,93060.P9215_01301,74545.EU96_0196,167542.P9515_01261,59926.EV02_1113,59925.EU91_0283,93057.EU95_1886,167546.P9301_01291,59921.EU92_1855	HL	0.9102564102564102	78	0	31	0	11
func_43b0fe6c9119	AcrB/AcrD/AcrF family	74547.PMT_1616		0	78	0	31	0	11
func_44112c8b4544	dioxygenase activity	41431.PCC8801_2171,644076.SCH4B_1026,167548.EU98_1825,167546.P9301_12551	HL	0.11538461538461539	78	0	31	0	11
func_456ab2eb3984	PKHD-type hydroxylase	1501269.EW15_1637	LLI	0	78	0.3225806451612903	31	0	11
func_458ea4717798	wbpM :: Polysaccharide biosynthesis protein	335283.Neut_0186,228410.NE0502,757424.Hsero_4222	HL	0.0641025641025641	78	0	31	0	11
func_45f0c5ea501a	ABC-type nitrate sulfonate bicarbonate transport system ATPase component	768710.DesyoDRAFT_3987	HL,LLI	0.038461538461538464	78	0.06451612903225806	31	0	11
func_465d53d9e4bd	L, D-transpeptidase catalytic domain	74547.PMT_0404,74547.PMT_1274,1499502.EV12_3085,1499502.EV12_1004		0	78	0	31	0	11
func_4684c15f9192	cbbA :: Alternative locus ID	93057.EU95_1199,167550.EV00_1515,59919.PMM0781,1499498.EV05_1577,167542.P9515_08011,1499499.EV06_1040,74546.PMT9312_0789,74547.PMT_0537,93059.P9211_09801,1499502.EV12_2842,167539.Pro_0855	HL,LLIILLIII	0.9358974358974359	78	0	31	1.0	11
func_46de70a3cf3e	Cytochrome b559 alpha chain (PsbE)	167539.Pro_0328	LLIILLIII	0	78	0	31	0.45454545454545453	11
func_476e7dd4d4cc	sdhA :: COG1053 Succinate dehydrogenase fumarate reductase, flavoprotein subunit Energy production and conversion	1501268.EW14_1560,167546.P9301_12651,93060.P9215_12721,167548.EU98_1830,146891.A9601_12591,74546.PMT9312_1354	HL,LLI	0.23076923076923078	78	0.2903225806451613	31	0	11
func_47d5beb18946	PFAM Glycosyl transferases group 1	545694.TREPR_3732,167550.EV00_1139,93057.EU95_0573,167542.P9515_14171,74546.PMT9312_1323,59925.EU91_1243,167539.Pro_0682,1499499.EV06_0064,180281.CPCC7001_302	HL,LLIILLIII	0.15384615384615385	78	0	31	0.2727272727272727	11
func_483cb9c8d306	glcE :: FAD binding domain	74547.PMT_1939,1499502.EV12_1767		0	78	0	31	0	11
func_485b3c1fc83b	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	1499502.EV12_2113,74547.PMT_0129		0	78	0	31	0	11
func_48979da60dfd	B-1 B cell differentiation	1499502.EV12_2925		0	78	0	31	0	11
func_48ff312bcfd1	rbn :: Serum resistance locus BrkB-like protein	59921.EU92_1872,1471522.JFNU01000202_gene1378,93060.P9215_01111,167548.EU98_1133,59919.PMM0095,1499498.EV05_0960,74546.PMT9312_0099,59926.EV02_1130,167539.Pro_0114,59925.EU91_0265,167542.P9515_01071,1501268.EW14_0118,167550.EV00_0478,1499499.EV06_0687,146891.A9601_01111,167546.P9301_01101,93059.P9211_01081	HL,LLIILLIII	0.9487179487179487	78	0	31	0.9090909090909091	11
func_49f34e5988f4	fitD :: calcium- and calmodulin-responsive adenylate cyclase activity	167555.NATL1_16331	LLI	0	78	0.6451612903225806	31	0	11
func_4a3c996a18b2	Macrocin-O-methyltransferase (TylF)	765911.Thivi_0882,156889.Mmc1_0742,1245469.S58_25110,237368.SCABRO_01359,565034.BHWA1_00475,985054.JQEZ01000001_gene1875,1380394.JADL01000011_gene4089,1121015.N789_11250,344747.PM8797T_07834,1357272.AVEO02000016_gene3415	HL,LLI	0.07692307692307693	78	0.0967741935483871	31	0	11
func_4b7dfc0febe2	OmpA family	74547.PMT_0915,1499502.EV12_0963		0	78	0	31	0	11
func_4c7b8a191160	Ergosterol biosynthesis ERG4/ERG24 family	59919.PMM1357,167542.P9515_15181	HL	0.07692307692307693	78	0	31	0	11
func_4ccd03bf8f53	Formyl transferase	1144319.PMI16_02478,1160707.AJIK01000008_gene861,1244531.CIG1485E_0028,2340.JV46_10950,146891.A9601_13431	HL,LLI	0.07692307692307693	78	0.03225806451612903	31	0	11
func_4d064878ceee	Lipopolysaccharide-assembly	74547.PMT_0642,1499502.EV12_2703	LLI	0	78	0.03225806451612903	31	0	11
func_4db657a37f16	involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane	74547.PMT_0573,1499502.EV12_2792		0	78	0	31	0	11
func_4dd67f7395d0	adenosine 5'-monophosphoramidase activity	74547.PMT_0844,1499502.EV12_1111		0	78	0	31	0	11
func_4de02d76fd89	Family of unknown function (DUF1028)	167548.EU98_0499	HL	0.15384615384615385	78	0	31	0	11
func_4e19d981d50c	Catalyzes the conversion of S-adenosyl-L-methionine (SAM) to carboxy-S-adenosyl-L-methionine (Cx-SAM)	1501268.EW14_1469,1202532.FF52_10303,629265.PMA4326_22634,857087.Metme_1164	HL,LLIILLIII	0.05128205128205128	78	0	31	0.09090909090909091	11
func_4e41ca8a066f	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	59921.EU92_0191,167548.EU98_1934,167542.P9515_13221,59919.PMM1155,1471459.JFLJ01000131_gene1558,59926.EV02_1796,167546.P9301_13471,74546.PMT9312_1254,1501268.EW14_1388,167550.EV00_1202,1471522.JFNU01000169_gene916,146891.A9601_13321,59925.EU91_1314,93057.EU95_0622,74545.EU96_1472	HL	0.9615384615384616	78	0	31	0	11
func_4eb26cbfe5b7	glycolate biosynthetic process	167548.EU98_1840,167546.P9301_14011,93059.P9211_12851	HL,LLIILLIII	0.05128205128205128	78	0	31	0.09090909090909091	11
func_4f1f392bb016	polysaccharide deacetylase	272562.CA_C2316,1282876.BAOK01000001_gene2704,167546.P9301_14351,28115.HR11_08565,59925.EU91_1252,2340.JV46_10960	HL,LLI	0.10256410256410256	78	0.03225806451612903	31	0	11
func_500f5e8ec7b4	thiD :: Phosphomethylpyrimidine kinase	167548.EU98_0796,59919.PMM0358,93060.P9215_04001,167550.EV00_0792,59926.EV02_0851,59921.EU92_1164,1471522.JFNU01000004_gene321,74545.EU96_1017,1501268.EW14_0413,146891.A9601_03951,74546.PMT9312_0362,1471459.JFLJ01000095_gene1377,59925.EU91_0541,167546.P9301_03941,167542.P9515_04031	HL,LLI	0.9358974358974359	78	0.06451612903225806	31	0	11
func_50236228c153	Beta-eliminating lyase	1423144.Gal_03274,682795.AciX8_1501	HL,LLI	0.01282051282051282	78	0.12903225806451613	31	0	11
func_5032b350f0cd	atp1 :: FIG048548 ATP synthase protein I2	1501268.EW14_1797,93060.P9215_17251,59919.PMM1457,167550.EV00_0877,167542.P9515_16361,1471459.JFLJ01000156_gene879,59926.EV02_1501,59921.EU92_0629,74546.PMT9312_1550,74545.EU96_1818,167546.P9301_16471,146891.A9601_16591,167548.EU98_1572	HL	0.9487179487179487	78	0	31	0	11
func_50df8ece10d2	alkB :: Alkylated DNA repair protein	1499499.EV06_0982,1499502.EV12_1314,93059.P9211_07531,167539.Pro_0802,1499498.EV05_1798,74547.PMT_0878	LLIILLIII	0	78	0	31	0.8181818181818182	11
func_50eca3c6776a	ggt :: Gamma-glutamyltranspeptidase	167539.Pro_1522,1499499.EV06_1934	LLI,LLIILLIII	0	78	0.03225806451612903	31	0.5454545454545454	11
func_51422d01ce27	4a-hydroxytetrahydrobiopterin dehydratase	74547.PMT_1198,167539.Pro_0558,167555.NATL1_06111,1499499.EV06_0239,93059.P9211_05591,1499502.EV12_2059,1499498.EV05_0504,1501269.EW15_0653	LLI,LLIILLIII	0	78	0.9354838709677419	31	0.45454545454545453	11
func_5166b405ef6d	UDP-N-acetylglucosamine 2-epimerase	313625.BL107_06409,84588.SYNW0449,221359.RS9916_38627,1230476.C207_01271,1167006.UWK_02428,87626.PTD2_12089,2340.JV46_06920,1123247.AUIJ01000004_gene1153,289376.THEYE_A0480,1124780.ANNU01000005_gene2422,747.DR93_960,765913.ThidrDRAFT_4214,1432050.IE4771_CH00808,167555.NATL1_08731,443598.AUFA01000056_gene3439	HL,LLI	0.19230769230769232	78	0.03225806451612903	31	0	11
func_51824e9244f9	hypB :: CobW/HypB/UreG, nucleotide-binding domain	1471522.JFNU01000235_gene1811	HL,LLI	0.2564102564102564	78	0.03225806451612903	31	0	11
func_51c357d4f75f	NAD-dependent DNA ligase adenylation domain	167555.NATL1_11091,1501269.EW15_1128,1501269.EW15_1140,167555.NATL1_11221	LLI,LLIILLIII	0	78	0.8709677419354839	31	0.18181818181818182	11
func_51d8096fec2b	cytidylyl-transferase	195253.Syn6312_0743,93059.P9211_12871,1085623.GNIT_2373,74546.PMT9312_1341,93059.P9211_12421,1338011.BD94_3276	HL,LLIILLIII	0.0641025641025641	78	0	31	0.09090909090909091	11
func_51feb164cda3	thiS :: thiamine diphosphate biosynthetic process	59919.PMM1275,167542.P9515_14361,167550.EV00_1075	HL	0.08974358974358974	78	0	31	0	11
func_522cbed28768	phnD :: ABC transporter, phosphonate, periplasmic substrate-binding protein	167546.P9301_12511,1471459.JFLJ01000129_gene1070,585425.KR52_11160	HL	0.10256410256410256	78	0	31	0	11
func_52404e9c8c68	Methylase involved in ubiquinone menaquinone biosynthesis	93060.P9215_14571,306281.AJLK01000134_gene1536,59925.EU91_1245	HL	0.0641025641025641	78	0	31	0	11
func_52840e001377	phnC :: Part of the ABC transporter complex PhnCDE involved in phosphonates import. Responsible for energy coupling to the transport system	167546.P9301_12501,110662.Syncc9605_1097,167548.EU98_0459	HL	0.1794871794871795	78	0	31	0	11
func_538f929c1a82	Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose	180281.CPCC7001_2225,1144325.PMI22_02920,1137799.GZ78_27485,272947.RP332,257363.RT0322,1287276.X752_04320	HL,LLI	0.0641025641025641	78	0.03225806451612903	31	0	11
func_539134135c40	phhB :: pterin-4-alpha-carbinolamine dehydratase	93059.P9211_04911,316279.Syncc9902_1689,1499498.EV05_0574,167555.NATL1_05481,313625.BL107_10162,167539.Pro_0490,1280380.KR100_05030,1499499.EV06_0305,1501269.EW15_0588,32051.SynWH7803_1805	LLI,LLIILLIII	0	78	0.8709677419354839	31	1.0	11
func_5392474a3b20	PQ loop repeat	74547.PMT_0917,167539.Pro_1446,1173025.GEI7407_1593,1499502.EV12_0967,93059.P9211_14181,1499499.EV06_0202,1499498.EV05_1110	LLIILLIII	0	78	0	31	0.6363636363636364	11
func_53bcfdec372d	GUN4-like	74547.PMT_0606,167542.P9515_10071,59925.EU91_0907,167555.NATL1_07691,1501269.EW15_0818,59919.PMM0924	HL,LLI	0.11538461538461539	78	0.9032258064516129	31	0	11
func_5421e6ff03e5	PFAM Glycosyltransferase family 9 (heptosyltransferase)	74547.PMT_1331,1499502.EV12_1884		0	78	0	31	0	11
func_5447730c65c5	Redoxin	1499502.EV12_0849,74547.PMT_1186,74547.PMT_1012,1499502.EV12_2046		0	78	0	31	0	11
func_546352e78d3d	Predicted permease	74547.PMT_2207,1499502.EV12_2323		0	78	0	31	0	11
func_550ca701c35c	HAMP (Histidine kinases,  Adenylyl cyclases,  Methyl binding proteins,  Phosphatases) domain	1499502.EV12_2161,74547.PMT_0804		0	78	0	31	0	11
func_55b5c0a6177f	phosphatase	69042.WH5701_14281,166318.Syn8016DRAFT_1716,64471.sync_0151,585423.KR49_06485	HL,LLI	0.08974358974358974	78	0.06451612903225806	31	0	11
func_567049aed2b2	Complex I intermediate-associated protein 30 (CIA30)	167539.Pro_0845,1499499.EV06_1030	LLIILLIII	0	78	0	31	0.5454545454545454	11
func_56776f38e56d	rfbB :: COG0451 Nucleoside-diphosphate-sugar epimerases	59931.WH7805_08556,64471.sync_0159,195253.Syn6312_0504,316279.Syncc9902_0221,32051.SynWH7803_0192	HL,LLI	0.24358974358974358	78	0.12903225806451613	31	0	11
func_5681592dd734	Gnat family	167546.P9301_13151	HL	0.10256410256410256	78	0	31	0	11
func_568739bf35d7	rfbF :: Nucleotidyl transferase	360910.BAV1255,1207063.P24_17957,214092.YPO3115,393305.YE3087,887062.HGR_10977,195253.Syn6312_0753,204773.HEAR1136	HL	0.0641025641025641	78	0	31	0	11
func_569d3f2693b1	Bacterial type II secretion system pr	167555.NATL1_00311,1499498.EV05_1039,167539.Pro_0033,74547.PMT_0038,1499499.EV06_0764,93059.P9211_00331,1501269.EW15_0033,1499502.EV12_1440	LLI,LLIILLIII	0	78	0.967741935483871	31	1.0	11
func_56cd7556886a	EF-hand,  calcium binding motif	146891.A9601_12351	HL	0.08974358974358974	78	0	31	0	11
func_56d3fee0cae2	Polysaccharide biosynthesis/export protein	167550.EV00_1089,1499499.EV06_0076	HL,LLIILLIII	0.02564102564102564	78	0	31	0.2727272727272727	11
func_57ed9ef7fc15	Domain of unknown function (DUF389)	74547.PMT_0853,1499502.EV12_1130,1499502.EV12_0508,74547.PMT_1531		0	78	0	31	0	11
func_58755f76c80e	lacF :: Binding-protein-dependent transport system inner membrane component	74547.PMT_0668,1499502.EV12_2666		0	78	0	31	0	11
func_5893c1ee2e4c	ccmK2 :: Alternative locus ID	1499499.EV06_0240,93059.P9211_05581,167539.Pro_0557,167555.NATL1_06101,1499498.EV05_0505,1501269.EW15_0652,74547.PMT_1199	LLI,LLIILLIII	0	78	0.9354838709677419	31	1.0	11
func_58e3558a0adc	neuA :: Cytidylyltransferase	1288494.EBAPG3_28340,635013.TherJR_2784,1410653.JHVC01000008_gene3171,740709.A10D4_11509,887327.HMPREF0476_1559,632245.CLP_3467,1334046.AYTB01000007_gene2960	HL	0.07692307692307693	78	0	31	0	11
func_5929b50f37e6	transporter component	221359.RS9916_37932,32051.SynWH7803_2467,166314.Syncc8109_0091	HL,LLI	0.01282051282051282	78	0.12903225806451613	31	0	11
func_59513d8cdacb	ycf57 :: Belongs to the HesB IscA family	32051.SynWH7803_2225,1499498.EV05_0937,110663.KI911558_gene1671,93059.P9211_01321	LLIILLIII	0	78	0	31	0.6363636363636364	11
func_597b49223fb9	GHMP kinases N terminal domain	74546.PMT9312_1336,1501268.EW14_1456	HL,LLI	0.08974358974358974	78	0.03225806451612903	31	0	11
func_59a10b54a547	prohibitin homologues	74547.PMT_1299,1499502.EV12_2462		0	78	0	31	0	11
func_59ef203d3b3e	Extracellular ligand-binding receptor	32051.SynWH7803_2297,166318.Syn8016DRAFT_1875,64471.sync_2631		0	78	0	31	0	11
func_5a31ed50fd0e	Involved in the tonB-independent uptake of proteins	74547.PMT_1593,74547.PMT_0491,1499502.EV12_0695,1499502.EV12_2899,1499502.EV12_0694		0	78	0	31	0	11
func_5a46bcc75028	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	1121921.KB898714_gene1817,74547.PMT_0030,1499502.EV12_1431	HL	0.01282051282051282	78	0	31	0	11
func_5a896442acf5	Restriction endonuclease	290318.Cvib_0075,146891.A9601_00521,1088868.CIN_09320,398579.Spea_3849	HL,LLIILLIII	0.0641025641025641	78	0	31	0.09090909090909091	11
func_5b1fba1ab99e	rfbG :: Polysaccharide biosynthesis protein	204773.HEAR1134,195253.Syn6312_0752,319003.Bra1253DRAFT_07260	HL,LLIILLIII	0.0641025641025641	78	0	31	0.09090909090909091	11
func_5b58baec2ae6	Las17-binding protein actin regulator	74546.PMT9312_1170,1471459.JFLJ01000130_gene1503	HL	0.0641025641025641	78	0	31	0	11
func_5bcc89b18a03	Calcineurin-like phosphoesterase superfamily domain	1499502.EV12_1148,74547.PMT_0866		0	78	0	31	0	11
func_5c5af2b5b499	NAD binding site	1499498.EV05_1703,74547.PMT_0686,93059.P9211_08531,1499502.EV12_2645	LLIILLIII	0	78	0	31	0.36363636363636365	11
func_5cda07392442	SBF-like CPA transporter family (DUF4137)	1499502.EV12_1282,74547.PMT_0353,585423.KR49_03085		0	78	0	31	0	11
func_5d03bf688c92	N-6 DNA Methylase	1499499.EV06_0882,317936.Nos7107_4712,167539.Pro_0708	HL,LLIILLIII	0.01282051282051282	78	0	31	0.45454545454545453	11
func_5d21c30d8042	hcaE :: Alternative locus ID	74546.PMT9312_0817,74545.EU96_0462,59921.EU92_1451,1499502.EV12_2547,59926.EV02_0164,167548.EU98_0314,93060.P9215_09031,74547.PMT_0774,167550.EV00_1485,93057.EU95_0284,1501268.EW14_0901,59919.PMM0808,167546.P9301_08691,167542.P9515_07721,1471459.JFLJ01000113_gene352,146891.A9601_08721,59925.EU91_0841	HL	0.9487179487179487	78	0	31	0	11
func_5d247a993bf4	BadF/BadG/BcrA/BcrD ATPase family	1499502.EV12_1620,74547.PMT_1822		0	78	0	31	0	11
func_5d323c10dd67	smf :: DNA recombination-mediator protein A	74547.PMT_1661,1499502.EV12_0395		0	78	0	31	0	11
func_5d5cee40c0ed	cyp :: Belongs to the cytochrome P450 family	74547.PMT_1565,1499498.EV05_0075,1499502.EV12_1573	LLI,LLIILLIII	0	78	0.03225806451612903	31	0.5454545454545454	11
func_5d920037f44e	Chlorophyll a b binding light harvesting protein PcbB	93059.P9211_11601,1499498.EV05_1394,1499499.EV06_1371,167555.NATL1_15561,167539.Pro_1169	LLI,LLIILLIII	0	78	0.9354838709677419	31	0.8181818181818182	11
func_5dd3bd0a73d8	PFAM NAD dependent epimerase dehydratase family	65093.PCC7418_2768,1499499.EV06_0059,1280380.KR100_01395,146891.A9601_14191,167548.EU98_1852,167548.EU98_1868,167539.Pro_1323,59921.EU92_0281,74547.PMT_0086,146891.A9601_14431,93059.P9211_12941,59919.PMM1219,59921.EU92_0265	HL,LLIILLIII	0.19230769230769232	78	0	31	0.36363636363636365	11
func_5dda2f29313a	kdsA :: Belongs to the KdsA family	565045.NOR51B_2626,69042.WH5701_01755,1121374.KB891586_gene2458,221359.RS9916_38477,74547.PMT_1925,887327.HMPREF0476_1106,1449351.RISW2_17185,110662.Syncc9605_0175,99598.Cal7507_5297,1499502.EV12_1741	HL,LLI	0.07692307692307693	78	0.16129032258064516	31	0	11
func_5e39ec219611	MEKHLA domain	1499502.EV12_2261,74547.PMT_2160		0	78	0	31	0	11
func_5e8e8acc1cc5	COG2148 Sugar transferases involved in lipopolysaccharide synthesis	64471.sync_0147,298386.PBPRA2697	HL,LLI	0.05128205128205128	78	0.03225806451612903	31	0	11
