key	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	function	p_HL	N_HL	p_LLI	N_LLI	p_LLIILLIII	N_LLIILLIII	p_LLIV	N_LLIV
func_f1f8552e96fa	116.04179609167599	5.492711356593225e-25	7.273946101563088e-26	LLIV	1499502.EV12_2352,74547.PMT_2221	serine-type endopeptidase inhibitor activity	0	78	0	31	0	11	0.9	10
func_f56a1da0c1c3	116.04179609167599	5.492711356593225e-25	7.273946101563088e-26	LLIV	1499502.EV12_2970,74547.PMT_0431	protease of the Abi (CAAX) family	0	78	0	31	0	11	0.9	10
func_f65b00d37fd4	116.04179609167599	5.492711356593225e-25	7.273946101563088e-26	LLIV	1499502.EV12_0331,74547.PMT_2080	Tfp pilus assembly protein FimV	0	78	0	31	0	11	0.9	10
func_f6cdd1c7b08f	116.04179609167599	5.492711356593225e-25	7.273946101563088e-26	LLIV	74547.PMT_0855	isochorismatase	0	78	0	31	0	11	0.9	10
func_61f174ffdc3a	115.77295068435203	6.275822035920808e-25	8.279411417924314e-26	LLI,LLIILLIII,LLIV	1499498.EV05_0637,167555.NATL1_04861,74547.PMT_1361,1501269.EW15_0516,93059.P9211_04291,1499502.EV12_1918	pspA :: Phage shock protein A	0	78	0.967741935483871	31	0.2727272727272727	11	1	10
func_c13614f95f83	115.50326056148154	7.173567622070433e-25	9.427919428840251e-26	LLIILLIII,LLIV	1499499.EV06_1940,1499502.EV12_1072,1499498.EV05_1360,74547.PMT_0842,167539.Pro_1489,93059.P9211_11951	Pyrimidine dimer DNA glycosylase	0	78	0	31	0.9090909090909092	11	0.9	10
func_94e66315258e	115.0415746325954	9.018493984409534e-25	1.1763511353645539e-25	LLI,LLIILLIII,LLIV	1499502.EV12_0422,1499499.EV06_0460,167555.NATL1_03891,74547.PMT_1679,1499498.EV05_0728,167539.Pro_0341,1501269.EW15_0402,93059.P9211_03361	cpeY :: bilin biosynthesis protein CpeY	0	78	0.8709677419354839	31	1	11	1	10
func_f842d6d36353	115.0415746325954	9.018493984409534e-25	1.1763511353645539e-25	LLI,LLIILLIII,LLIV	1499498.EV05_0941,167555.NATL1_01861,93059.P9211_01281,1499499.EV06_0667,167539.Pro_0133,1499502.EV12_1801,74547.PMT_1964,1501269.EW15_0201	bgl :: Alternative locus ID	0	78	0.8709677419354839	31	1	11	1	10
func_707af1efa134	114.94076454020099	9.480636884797975e-25	1.2274033711220395e-25	LLI,LLIILLIII,LLIV	1499502.EV12_2123,167555.NATL1_20801,167539.Pro_1789,1501269.EW15_2150,1499499.EV06_1655,93059.P9211_17541,74547.PMT_0135,1499498.EV05_0315	mutY :: A G-specific adenine glycosylase	0	78	0.935483870967742	31	0.8181818181818182	11	1	10
func_7c22225a4025	114.94076454020099	9.480636884797975e-25	1.2274033711220395e-25	LLI,LLIILLIII,LLIV	167539.Pro_0556,167555.NATL1_06091,1499499.EV06_0241,1499498.EV05_0506,74547.PMT_1200	carboxysome peptide B	0	78	0.935483870967742	31	0.8181818181818182	11	1	10
func_5032b350f0cd	114.52381057700333	1.1657412908496748e-24	1.4925107963906514e-25	HL	93060.P9215_17251,1501268.EW14_1797,74546.PMT9312_1550,59919.PMM1457,167548.EU98_1572,167542.P9515_16361,1471459.JFLJ01000156_gene879,74545.EU96_1818,59926.EV02_1501,167550.EV00_0877,59921.EU92_0629,146891.A9601_16591,167546.P9301_16471	atp1 :: FIG048548 ATP synthase protein I2	0.9487179487179488	78	0	31	0	11	0	10
func_ac3613f527bd	114.52381057700333	1.1657412908496748e-24	1.4925107963906514e-25	HL	146891.A9601_15681,74545.EU96_1689,167546.P9301_15531,59919.PMM1366,1501268.EW14_1670,167542.P9515_15311,59925.EU91_1534,74546.PMT9312_1463,1471459.JFLJ01000137_gene1226,1471522.JFNU01000179_gene544,167548.EU98_1677,93057.EU95_0428,59926.EV02_1603	Belongs to the pirin family	0.9487179487179488	78	0	31	0	11	0	10
func_f6f57c64bbfa	114.52381057700333	1.1657412908496748e-24	1.4925107963906514e-25	HL	74545.EU96_0746,59925.EU91_1845,93060.P9215_19531,167546.P9301_18701,1471459.JFLJ01000175_gene1742,93057.EU95_1598,74546.PMT9312_1772,167550.EV00_0147,1501268.EW14_2048,59919.PMM1679,167542.P9515_18701,146891.A9601_18891,59921.EU92_0097,59926.EV02_1273,167548.EU98_1478	ATP-dependent DNA ligase	0.9487179487179488	78	0	31	0	11	0	10
func_0c639aa5c10a	114.5016558040008	1.1786143681195957e-24	1.5034445662544637e-25	LLI,LLIILLIII,LLIV	1499498.EV05_0726,167539.Pro_0343,74547.PMT_1677,1501269.EW15_0404,1499499.EV06_0458,93059.P9211_03381	cpeS :: Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins	0	78	0.9032258064516128	31	1	11	0.9	10
func_0f85b7cb25a8	114.46267493462477	1.201610294499856e-24	1.5215900871111732e-25	LLI,LLIILLIII,LLIV	93059.P9211_01051,1499502.EV12_0753,1501269.EW15_0178,1499499.EV06_0690,1499498.EV05_0963,167539.Pro_0111,74547.PMT_1641,167555.NATL1_01621	xseA :: Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides	0	78	0.9032258064516128	31	0.9090909090909092	11	1	10
func_cedb24eef770	114.46267493462477	1.201610294499856e-24	1.5215900871111732e-25	LLI,LLIILLIII,LLIV	1499499.EV06_0328,93059.P9211_04711,167539.Pro_0469,1499502.EV12_2445,167555.NATL1_05261,1499498.EV05_0595,1501269.EW15_0566,74547.PMT_1314	hli8 :: High light inducible protein	0	78	0.9032258064516128	31	0.9090909090909092	11	1	10
func_5d21c30d8042	113.40352220675467	2.0312884380070285e-24	2.562851812324342e-25	HL,LLIV	93057.EU95_0284,1471459.JFLJ01000113_gene352,1501268.EW14_0901,93060.P9215_09031,167546.P9301_08691,74546.PMT9312_0817,59925.EU91_0841,74547.PMT_0774,59919.PMM0808,1499502.EV12_2547,74545.EU96_0462,146891.A9601_08721,59921.EU92_1451,167548.EU98_0314,167542.P9515_07721,167550.EV00_1485,59926.EV02_0164	hcaE :: Alternative locus ID	0.9487179487179488	78	0	31	0	11	1	10
func_539134135c40	113.15943810461422	2.2925243380168e-24	2.881970065515933e-25	LLI,LLIILLIII	1501269.EW15_0588,32051.SynWH7803_1805,316279.Syncc9902_1689,167539.Pro_0490,1499499.EV06_0305,167555.NATL1_05481,313625.BL107_10162,93059.P9211_04911,1280380.KR100_05030,1499498.EV05_0574	phhB :: pterin-4-alpha-carbinolamine dehydratase	0	78	0.8709677419354839	31	1	11	0	10
func_5d920037f44e	113.04560817238243	2.425587984388155e-24	3.038238454398509e-25	LLI,LLIILLIII	1499498.EV05_1394,167555.NATL1_15561,167539.Pro_1169,93059.P9211_11601,1499499.EV06_1371	Chlorophyll a b binding light harvesting protein PcbB	0	78	0.935483870967742	31	0.8181818181818182	11	0	10
func_02876152b017	112.50943938086965	3.163953398616513e-24	3.920637048913462e-25	LLI,LLIILLIII	167539.Pro_1127,1499499.EV06_1324,1499498.EV05_1439,93059.P9211_11171,1501269.EW15_1573	DNA helicase related to phage enzyme	0	78	0.9032258064516128	31	0.9090909090909092	11	0	10
func_d212b5047a33	112.50943938086965	3.163953398616513e-24	3.920637048913462e-25	LLI,LLIILLIII	1499498.EV05_0724,167539.Pro_0345,1499499.EV06_0456,1501269.EW15_0405,167555.NATL1_03921	mpeD :: Belongs to the phycobilisome linker protein family	0	78	0.9032258064516128	31	0.9090909090909092	11	0	10
func_d2a19eba9888	112.50943938086965	3.163953398616513e-24	3.920637048913462e-25	LLI,LLIILLIII	1499499.EV06_1692,1501269.EW15_2118,1499498.EV05_0280,167555.NATL1_20471,167539.Pro_1754,93059.P9211_17191	lldD :: L-lactate dehydrogenase	0	78	0.9032258064516128	31	0.9090909090909092	11	0	10
func_40733a1e3fd3	112.4424355035966	3.2707900504721247e-24	4.0386009283052608e-25	LLI,LLIILLIII,LLIV	167539.Pro_0504,93059.P9211_05051,1499499.EV06_0292,167555.NATL1_05621,74547.PMT_1263,1501269.EW15_0602	cutA :: involved in tolerance to divalent cations	0	78	0.935483870967742	31	0.7272727272727273	11	1	10
func_6c00cb721d2f	111.77808327401422	4.5462204696634014e-24	5.59353007407043e-25	HL,LLIILLIII,LLIV	167539.Pro_0356,1499498.EV05_0714,93059.P9211_03511,74546.PMT9312_0322,1471522.JFNU01000004_gene264,167542.P9515_03481,59925.EU91_0486,167548.EU98_0848,1499502.EV12_0399,93060.P9215_03411,1501268.EW14_0360,74547.PMT_1664,167546.P9301_03411,167550.EV00_0345,59919.PMM0316,1499499.EV06_0445	fdx :: Alternative locus ID	0.97435897435897445	78	0	31	0.8181818181818182	11	1	10
func_c55bbd32a47c	111.7099621810201	4.702325972149942e-24	5.724696464884671e-25	LLIILLIII,LLIV	167539.Pro_1525,1499502.EV12_0870,74547.PMT_1002,1499498.EV05_0077	BRCA1 C Terminus (BRCT) domain	0	78	0	31	0.7272727272727273	11	1	10
func_e565897044ef	111.7099621810201	4.702325972149942e-24	5.724696464884671e-25	LLIILLIII,LLIV	93059.P9211_13731,1499502.EV12_1975,1499498.EV05_1159,74547.PMT_1394,167539.Pro_1400	gluQ :: Catalyzes the tRNA-independent activation of glutamate in presence of ATP and the subsequent transfer of glutamate onto a tRNA(Asp). Glutamate is transferred on the 2-amino-5-(4,5- dihydroxy-2-cyclopenten-1-yl) moiety of the queuosine in the wobble position of the QUC anticodon	0	78	0	31	0.7272727272727273	11	1	10
func_fe9c8c6fa469	111.7099621810201	4.702325972149942e-24	5.724696464884671e-25	LLIILLIII,LLIV	74547.PMT_1462,167539.Pro_1600,1499502.EV12_0592,1499498.EV05_0128,1499499.EV06_1856	ald :: Alternative locus ID	0	78	0	31	0.7272727272727273	11	1	10
func_f9ee90667137	111.23147965377117	5.9607112944528595e-24	7.231304458471867e-25	HL,LLI,LLIV	1499502.EV12_2348,167555.NATL1_12251,1501269.EW15_1227,167542.P9515_13071	Nitroreductase family	0.01282051282051282	78	0.967741935483871	31	0	11	0.2	10
func_76fe0ac83c2a	111.17208612461258	6.13876884697803e-24	7.3700092073221315e-25	LLI,LLIILLIII,LLIV	1499498.EV05_1321,74547.PMT_1177,1499499.EV06_1443,167539.Pro_1252,1173020.Cha6605_0002,167555.NATL1_16051,1499502.EV12_2036,93059.P9211_12311,1501269.EW15_1664	ppiB :: PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	0	78	0.9032258064516128	31	0.8181818181818182	11	1	10
func_de169148dd91	111.17208612461258	6.13876884697803e-24	7.3700092073221315e-25	LLI,LLIILLIII,LLIV	93059.P9211_00951,1499498.EV05_0974,1499502.EV12_0739,167555.NATL1_01521,74547.PMT_1630,1501269.EW15_0168,1499499.EV06_0700,167539.Pro_0100	anmK :: Catalyzes the specific phosphorylation of 1,6-anhydro-N- acetylmuramic acid (anhMurNAc) with the simultaneous cleavage of the 1,6-anhydro ring, generating MurNAc-6-P. Is required for the utilization of anhMurNAc either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling	0	78	0.9032258064516128	31	0.8181818181818182	11	1	10
func_f2d3b87bb271	111.17208612461258	6.13876884697803e-24	7.3700092073221315e-25	LLI,LLIILLIII,LLIV	167539.Pro_0078,1499502.EV12_0696,167555.NATL1_01281,1499498.EV05_0999,1501269.EW15_0144,74547.PMT_1594,1499499.EV06_0722	hli2 :: High light inducible protein	0	78	0.9032258064516128	31	0.8181818181818182	11	1	10
func_e5a6be77d310	111.00826138425867	6.657953518955071e-24	7.939519261642184e-25	LLI,LLIILLIII,LLIV	74547.PMT_1680,1499499.EV06_0461,167539.Pro_0340,1499498.EV05_0730,1501269.EW15_0401,167555.NATL1_03881,1499502.EV12_0426,93059.P9211_03351	mpeU :: Alternative locus ID	0	78	0.8709677419354839	31	1	11	0.9	10
func_00824d5c3f49	110.99415302765841	6.704667334571854e-24	7.939519261642184e-25	HL	59921.EU92_0860,74545.EU96_1149,59926.EV02_0705,167542.P9515_05551,59919.PMM0556,167548.EU98_0001,167550.EV00_1835,1501268.EW14_0536,167542.P9515_06201,1471459.JFLJ01000100_gene773,59919.PMM0491,74546.PMT9312_0492,167546.P9301_05181,93060.P9215_05731,1471522.JFNU01000005_gene1461	pterin-4-alpha-carbinolamine dehydratase	0.935897435897436	78	0	31	0	11	0	10
func_dc015666a3cd	110.99415302765841	6.704667334571854e-24	7.939519261642184e-25	HL	93060.P9215_12251,167542.P9515_11801,167546.P9301_11961,59919.PMM1089,59926.EV02_0496,146891.A9601_11951,59925.EU91_1099,74546.PMT9312_1100,1471522.JFNU01000151_gene714,167548.EU98_0230,1471459.JFLJ01000123_gene559,59921.EU92_0983,1501268.EW14_1229,74545.EU96_1893	This enzyme acetylates the N-terminal alanine of ribosomal protein S18	0.935897435897436	78	0	31	0	11	0	10
func_df0bd290ab1a	110.99415302765841	6.704667334571854e-24	7.939519261642184e-25	HL	93060.P9215_06301	ccmK :: Carboxysome shell protein CsoS1	0.935897435897436	78	0	31	0	11	0	10
func_f8d3d60d6b96	110.96892388486067	6.78902137435886e-24	8.012064525956537e-25	LLI,LLIILLIII,LLIV	1499498.EV05_0731,93059.P9211_03341,1499502.EV12_0427,167539.Pro_0339,167555.NATL1_03871,74547.PMT_1681,1499499.EV06_0462	cpeZ :: Bilin biosynthesis protein CpeZ	0	78	0.8709677419354839	31	0.9090909090909092	11	1	10
func_b66b0df04ccc	110.90657329920475	7.002071365874165e-24	8.235483654123707e-25	LLI,LLIILLIII,LLIV	93059.P9211_17591,1501269.EW15_2157,74547.PMT_0123,167555.NATL1_20861,1499502.EV12_1532,1499498.EV05_0320,1499499.EV06_1649,167539.Pro_1794	crcB1 :: Important for reducing fluoride concentration in the cell, thus reducing its toxicity	0	78	0.935483870967742	31	0.8181818181818182	11	0.9	10
func_15ebee61f041	110.4699610661486	8.693490910642151e-24	1.0155991945111103e-24	LLIILLIII,LLIV	167539.Pro_0870,1499502.EV12_2856,69042.WH5701_01745,74547.PMT_0523	belongs to the thioredoxin family	0	78	0	31	0.18181818181818185	11	1	10
func_b32c77f262d8	110.4699610661486	8.693490910642151e-24	1.0155991945111103e-24	LLIILLIII,LLIV	1242864.D187_008176,1499502.EV12_2182,74547.PMT_1256,246197.MXAN_5496	Belongs to the ArsC family	0	78	0	31	0.18181818181818185	11	1	10
func_51422d01ce27	109.46351042126565	1.4314954348669114e-23	1.66670330257308e-24	LLI,LLIILLIII,LLIV	1499502.EV12_2059,1499498.EV05_0504,1499499.EV06_0239,1501269.EW15_0653,167555.NATL1_06111,167539.Pro_0558,74547.PMT_1198,93059.P9211_05591	4a-hydroxytetrahydrobiopterin dehydratase	0	78	0.935483870967742	31	0.4545454545454546	11	1	10
func_48ff312bcfd1	109.42712988799062	1.457535034084221e-23	1.691345790454768e-24	HL,LLIILLIII	167550.EV00_0478,59921.EU92_1872,1499498.EV05_0960,1501268.EW14_0118,74546.PMT9312_0099,167542.P9515_01071,93059.P9211_01081,167548.EU98_1133,59925.EU91_0265,59926.EV02_1130,146891.A9601_01111,59919.PMM0095,167539.Pro_0114,1471522.JFNU01000202_gene1378,167546.P9301_01101,1499499.EV06_0687,93060.P9215_01111	rbn :: Serum resistance locus BrkB-like protein	0.9487179487179488	78	0	31	0.9090909090909092	11	0	10
func_dcb90505330d	109.21654486764912	1.6178420581336525e-23	1.871110600903261e-24	HL,LLIILLIII,LLIV	59919.PMM0252,1501268.EW14_0297,1499498.EV05_0789,1499502.EV12_1651	psbN :: May play a role in photosystem I and II biogenesis	0.9487179487179488	78	0	31	0.09090909090909093	11	1	10
func_2d39f097aad7	108.96783462421554	1.8300234044557098e-23	2.109476740441134e-24	HL,LLI	167555.NATL1_01121,1501269.EW15_0127	rfbW :: Glycosyl transferases group 1	0.02564102564102564	78	0.935483870967742	31	0	11	0	10
func_f7a56bd61152	108.83690911104507	1.9526767924152956e-23	2.2434067095676575e-24	LLI,LLIILLIII,LLIV	93059.P9211_13561,1499499.EV06_0130,167555.NATL1_17281,74547.PMT_0320,167539.Pro_1382,1501269.EW15_1786	ftsQ :: Cell division protein FtsQ	0	78	0.8064516129032258	31	1	11	1	10
func_0c2739411c5b	108.82967709268567	1.9596865239048353e-23	2.244029543747947e-24	LLI	1501269.EW15_1561,167555.NATL1_15001	Helix-turn-helix	0	78	0.8709677419354839	31	0	11	0	10
func_6102fb31094e	108.65570696497618	2.1361048190853387e-23	2.4379992566842046e-24	LLI,LLIILLIII	93059.P9211_09481,1499499.EV06_1077,1501269.EW15_0901,167539.Pro_0890,1499498.EV05_1609,167555.NATL1_08501	hcaE :: COG4638 Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit Inorganic ion transport and metabolism General function prediction only	0	78	0.9032258064516128	31	0.8181818181818182	11	0	10
func_a2385767ba25	108.60604092841503	2.1893233154093737e-23	2.4905465046037613e-24	LLI,LLIILLIII,LLIV	1501269.EW15_1907,1499499.EV06_1845,74547.PMT_1473,167539.Pro_1610,167555.NATL1_18551,93059.P9211_15761,1499498.EV05_0138	atp1 :: ATP synthase	0	78	0.9032258064516128	31	0.7272727272727273	11	1	10
func_02d7025eeaaf	108.4262783784603	2.3932693652457744e-23	2.713655718736642e-24	LLI,LLIILLIII	93059.P9211_03331,167539.Pro_0338,167555.NATL1_03861,1499499.EV06_0463,1499498.EV05_0732	cpeA :: Alternative locus ID	0	78	0.8709677419354839	31	0.9090909090909092	11	0	10
func_27959e5c1e62	107.68289205454793	3.4589864729025415e-23	3.89715840249748e-24	LLI,LLIV	74547.PMT_1297,944547.ABLL_1819,1499502.EV12_2469	Amidase	0	78	0.06451612903225806	31	0	11	1	10
func_c3b0830113d1	107.68258848344665	3.45950674866488e-23	3.89715840249748e-24	LLI,LLIILLIII,LLIV	74547.PMT_0767,1499502.EV12_2555,93059.P9211_09161,167539.Pro_0989,1499498.EV05_1656,1501269.EW15_1059,1499499.EV06_1179,167555.NATL1_10431	ubiX :: Flavin prenyltransferase that catalyzes the synthesis of the prenylated FMN cofactor (prenyl-FMN) for 4-hydroxy-3- polyprenylbenzoic acid decarboxylase UbiD. The prenyltransferase is metal-independent and links a dimethylallyl moiety from dimethylallyl monophosphate (DMAP) to the flavin N5 and C6 atoms of FMN	0	78	0.8387096774193549	31	0.9090909090909092	11	1	10
func_2d6307891601	107.60636572371148	3.59264878554244e-23	3.9765703173973205e-24	LLIILLIII,LLIV	1042163.BRLA_c034110,74547.PMT_0569,1449050.JNLE01000003_gene3662,93059.P9211_09961	rpe :: Belongs to the ribulose-phosphate 3-epimerase family	0	78	0	31	0.6363636363636364	11	1	10
func_ab0d9ed3b36c	107.60636572371148	3.59264878554244e-23	3.9765703173973205e-24	LLIILLIII,LLIV	1499499.EV06_1158,1499502.EV12_2589,167539.Pro_0965,74547.PMT_0737	rumA :: Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family	0	78	0	31	0.6363636363636364	11	1	10
func_d358d56001f5	107.60636572371148	3.59264878554244e-23	3.9765703173973205e-24	LLIILLIII,LLIV	74547.PMT_0697,1499502.EV12_2632,1499502.EV12_2316,1499499.EV06_1126,167539.Pro_0935,93059.P9211_08601,1499498.EV05_1696,74547.PMT_2200	4Fe-4S binding domain	0	78	0	31	0.6363636363636364	11	1	10
func_735ba9af7f51	107.60562684067844	3.593964188445789e-23	3.9765703173973205e-24	LLI,LLIILLIII,LLIV	167539.Pro_0142,93059.P9211_01371,1501269.EW15_0209,74547.PMT_1977,1499502.EV12_1814,1499499.EV06_0658,1499498.EV05_0932,167555.NATL1_01941	heat shock protein DnaJ	0	78	0.8709677419354839	31	0.8181818181818182	11	1	10
func_851af8bfa613	107.60562684067844	3.593964188445789e-23	3.9765703173973205e-24	LLI,LLIILLIII,LLIV	93059.P9211_09101,167555.NATL1_10381,167539.Pro_0984,1499502.EV12_2561,1499499.EV06_1174,1501269.EW15_1055,1499498.EV05_1651,74547.PMT_0761	recJ :: Alternative locus ID	0	78	0.8709677419354839	31	0.8181818181818182	11	1	10
func_6f5c3b489f26	107.60293135323282	3.598766937134827e-23	3.9765703173973205e-24	LLI,LLIILLIII,LLIV	166318.Syn8016DRAFT_1733,1002340.AFCF01000032_gene3710,221359.RS9916_37727	COG0457 FOG TPR repeat	0	78	0.03225806451612903	31	0.09090909090909093	11	1	10
func_7d9dd4d4dca3	107.36819597655662	4.0425949115109687e-23	4.452811021033059e-24	HL,LLIILLIII,LLIV	93060.P9215_14401,74547.PMT_1026,1499499.EV06_0052,1499502.EV12_0814	NUDIX domain	0.01282051282051282	78	0	31	0.09090909090909093	11	1	10
func_32f7525e5b64	107.05542969628166	4.720136745528989e-23	5.182652506903187e-24	LLI,LLIILLIII,LLIV	1499498.EV05_1359,167539.Pro_1229,74547.PMT_2105,1499499.EV06_1969,1499502.EV12_0305,167555.NATL1_08981,93059.P9211_11961,1501269.EW15_0914	mmsB :: Alternative locus ID	0	78	0.9032258064516128	31	0.8181818181818182	11	0.9	10
func_739d7d97c7a5	106.74199883141938	5.513027193263455e-23	6.0341411527830936e-24	HL,LLIV	1499502.EV12_2026,1501268.EW14_1405,74547.PMT_1168	Type III restriction enzyme,  res subunit	0.02564102564102564	78	0	31	0	11	1	10
func_430d7cf9c646	106.6805830887729	5.68334077893257e-23	6.1815531423693314e-24	HL,LLI,LLIV	1499502.EV12_1438,1335760.ASTG01000007_gene928,392499.Swit_0196,74547.PMT_0037	SNF2 family N-terminal domain	0.01282051282051282	78	0.03225806451612903	31	0	11	1	10
func_ffc6b8f00218	106.6805830887729	5.68334077893257e-23	6.1815531423693314e-24	HL,LLI,LLIV	74547.PMT_1933,1499502.EV12_1757,1504672.669784784	YdjC-like protein	0.01282051282051282	78	0.03225806451612903	31	0	11	1	10
func_4684c15f9192	106.63022994504641	5.826893718472857e-23	6.317884921243087e-24	HL,LLIILLIII,LLIV	167550.EV00_1515,59919.PMM0781,1499499.EV06_1040,1499498.EV05_1577,74547.PMT_0537,167542.P9515_08011,93057.EU95_1199,74546.PMT9312_0789,167539.Pro_0855,93059.P9211_09801,1499502.EV12_2842	cbbA :: Alternative locus ID	0.935897435897436	78	0	31	1	11	1	10
func_640de194a5ed	105.75830738490808	8.97475113851823e-23	9.670549133888548e-24	LLIILLIII,LLIV	167539.Pro_1072,74547.PMT_0437,1499502.EV12_2964,1499499.EV06_1268	xylR :: Alternative locus ID	0	78	0	31	0.2727272727272727	11	1	10
func_97dbd402eef6	105.75830738490808	8.97475113851823e-23	9.670549133888548e-24	LLIILLIII,LLIV	167539.Pro_0503,74547.PMT_1264,1499502.EV12_2173	Precorrin-6x reductase CbiJ/CobK	0	78	0	31	0.2727272727272727	11	1	10
func_974500f2a8cf	104.60562834602833	1.588502045767371e-22	1.7063568051950355e-23	LLIILLIII	1499498.EV05_0903,1499499.EV06_0864,93059.P9211_01661	Pfam:DUF1049	0	78	0	31	0.8181818181818182	11	0	10
func_681696006328	104.53124225870354	1.6481203227474904e-22	1.7595035456899906e-23	LLIILLIII,LLIV	1499502.EV12_1720,74547.PMT_1901,221360.RS9917_07765	mtnA :: Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)	0	78	0	31	0.09090909090909093	11	0.9	10
func_76dd78b129de	104.53124225870354	1.6481203227474904e-22	1.7595035456899906e-23	LLIILLIII,LLIV	316279.Syncc9902_1784,1499498.EV05_1263	rpmH :: Belongs to the bacterial ribosomal protein bL34 family	0	78	0	31	0.09090909090909093	11	0.9	10
func_1356dfd8d820	104.29378540987294	1.8538191839328962e-22	1.9669993304675126e-23	HL	167548.EU98_1580,59921.EU92_0637,1471459.JFLJ01000156_gene871,93060.P9215_17171,59919.PMM1449,167550.EV00_0885,59926.EV02_1509,74546.PMT9312_1542,1501268.EW14_1789	petF1 :: Alternative locus ID	0.9102564102564102	78	0	31	0	11	0	10
func_431f5a782eec	104.29378540987294	1.8538191839328962e-22	1.9669993304675126e-23	HL	74545.EU96_0196,93057.EU95_1886,167546.P9301_01291,59921.EU92_1855,167542.P9515_01261,93060.P9215_01301,59919.PMM0112,167550.EV00_0495,59925.EU91_0283,74546.PMT9312_0115,59926.EV02_1113	rbfA :: rRNA processing	0.9102564102564102	78	0	31	0	11	0	10
func_614c5bb9f812	104.24170079302385	1.9022647268482845e-22	2.0122489245569674e-23	LLI,LLIILLIII,LLIV	167539.Pro_0941,1499499.EV06_1135,74547.PMT_0706,1499502.EV12_2623,1501269.EW15_1004,167555.NATL1_09881,93059.P9211_08691,1499498.EV05_1687	murQ :: Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate	0	78	0.8387096774193549	31	0.8181818181818182	11	1	10
func_60448abb6609	103.79180958363985	2.3770698620696633e-22	2.5068632316909206e-23	LLI	167555.NATL1_01911,1501269.EW15_0206	Tpr repeat-containing protein	0	78	0.8387096774193549	31	0	11	0	10
func_6a817bc8f84d	103.72958279928916	2.4514697264487765e-22	2.5774911765902572e-23	HL,LLI,LLIILLIII	146891.A9601_03081,167542.P9515_03181,1471522.JFNU01000004_gene232,59919.PMM0285,167550.EV00_0672,74545.EU96_1993,167546.P9301_03091,74546.PMT9312_0287,167548.EU98_0879,59926.EV02_0936,1501269.EW15_0378,59921.EU92_1674,167555.NATL1_03651,93060.P9215_03101,1501268.EW14_0329,59925.EU91_0454	phrB :: Belongs to the DNA photolyase family	0.97435897435897445	78	0.967741935483871	31	0.09090909090909093	11	0	10
func_0dfdef78b923	103.51621835422061	2.724703867344536e-22	2.822013544217041e-23	LLIILLIII,LLIV	74547.PMT_0513,1499502.EV12_2869,64471.sync_2517,1280380.KR100_14290	CopG-like RHH_1 or ribbon-helix-helix domain,  RHH_5	0	78	0	31	0.3636363636363637	11	1	10
func_31c9d70113f5	103.51621835422061	2.724703867344536e-22	2.822013544217041e-23	LLIILLIII,LLIV	93059.P9211_06131,167539.Pro_1538,1499502.EV12_0082,1499499.EV06_0847,74547.PMT_0193	alsT :: Alternative locus ID	0	78	0	31	0.3636363636363637	11	1	10
func_5c5af2b5b499	103.51621835422061	2.724703867344536e-22	2.822013544217041e-23	LLIILLIII,LLIV	1499498.EV05_1703,74547.PMT_0686,93059.P9211_08531,1499502.EV12_2645	NAD binding site	0	78	0	31	0.3636363636363637	11	1	10
func_6947856c7c3a	103.51621835422061	2.724703867344536e-22	2.822013544217041e-23	LLIILLIII,LLIV	1499499.EV06_0893,1499502.EV12_0800,74547.PMT_0307	Domain of unknown function (DUF4912)	0	78	0	31	0.3636363636363637	11	1	10
func_ec8821ae05ca	103.51621835422061	2.724703867344536e-22	2.822013544217041e-23	LLIILLIII,LLIV	1499499.EV06_1602,1499502.EV12_2287,74547.PMT_2182	Belongs to the SprT family	0	78	0	31	0.3636363636363637	11	1	10
func_cf3d077d41ce	103.43959207155973	2.830093057478526e-22	2.913770941120412e-23	HL,LLIV	74547.PMT_1915,1499502.EV12_1738	Glycosyl transferase family 8	0.01282051282051282	78	0	31	0	11	0.9	10
func_e771f4d8caae	103.43959207155973	2.830093057478526e-22	2.913770941120412e-23	HL,LLIV	167542.P9515_04171,74547.PMT_0660,1499502.EV12_2674	with the alpha beta hydrolase fold	0.01282051282051282	78	0	31	0	11	0.9	10
func_96b9c6892cc2	103.28708784625216	3.052124400543317e-22	3.133070181715637e-23	LLI,LLIILLIII,LLIV	74547.PMT_1081,1499499.EV06_1399,167555.NATL1_19341,167539.Pro_1197,93059.P9211_11941	rbpD :: RNA recognition motif	0	78	0.967741935483871	31	0.6363636363636364	11	0.6	10
